housing_type,size_sqm,rooms,floor,furnished,roommate_friendly,pets_allowed,elevator,senior_friendly,students_only,balcony_terrace,parking,dishwasher,washing_machine,charging_station,dryer,energy_mark,area,availability_in,monthly_rent_log,monthly_aconto_log,move_in_price_log,deposit_log,prepaid_rent_log,total_monthly_rent_log
Lejlighed,31.0,1,2,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,A15,København N,<1 month,8.922791623969637,6.030685260261263,10.543128465572932,10.021315031649332,8.922791623969637,8.976641306722456
Lejlighed,75.0,2,0,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A20,Ballerup,1-3 months,9.239996256883693,6.90875477931522,10.868587496017359,10.33854382482173,9.239996256883693,9.332646496360152
Lejlighed,79.0,3,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,A10,København S,1-3 months,9.545096851813893,6.55250788703459,11.164445422344722,10.643661438523829,9.545096851813893,9.593968785475173
Lejlighed,86.0,3,3,Ja,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,C,København Ø,<1 month,9.61587214452889,6.90875477931522,11.23850177707664,10.714439990727769,9.61587214452889,9.680406499268875
Lejlighed,69.0,2,6,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ja,A15,København S,1-3 months,9.325987795502144,6.655440350367647,10.949085768881583,10.424540696457555,9.325987795502144,9.392828581549459
Lejlighed,57.0,2,0,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,C,Søborg,<1 month,9.148571345578551,6.90875477931522,10.778977123006351,10.247112717290387,9.148571345578551,9.249657234353133
Lejlighed,55.0,2,7,Nej,Nej,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Ja,none,Herlev,1-3 months,9.249657234353133,6.68586094706836,10.874285408908944,10.348205424565993,9.249657234353133,9.32375833901174
Lejlighed,79.0,3,0,Nej,Ja,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Nej,Ja,none,København NV,<1 month,9.561067663645012,6.90875477931522,11.184435286790631,10.659633006160352,9.561067663645012,9.62911649414402
Lejlighed,105.0,4,2,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,none,København K,1-3 months,9.90353755128617,7.244941546337007,11.02518140064756,10.596659732783579,0.0,9.97119292889014
Lejlighed,29.0,1,1,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Nej,Ikke angivet,A20,København S,<1 month,9.344958673700944,6.311734809152915,10.459410817205152,10.038062150832348,0.0,9.391911647379434
Lejlighed,76.0,3,1,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,none,København S,<1 month,9.433563920090563,6.90875477931522,10.839600519357369,10.53212287826962,0.0,9.510519035757246
Lejlighed,82.0,3,0,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ja,Ja,Nej,Nej,none,Glostrup,<1 month,9.495594499353297,6.55250788703459,11.1154434073529,10.594156665220533,9.495594499353297,9.546884034617925
Lejlighed,118.0,6,1,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,D,Frederiksberg,1-3 months,10.463131911491967,6.398594934535208,11.233224789593368,8.517393171418904,10.463131911491967,10.480129006333248
Lejlighed,55.0,1,4,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,A10,København SV,1-3 months,9.116139576577355,6.5638555265321274,10.740929863292568,10.214678610538817,9.116139576577355,9.191055610564316
Lejlighed,40.0,1,1,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,A10,København SV,1-3 months,8.824824939175638,6.452048954437226,10.452591137512096,9.923339198238729,8.824824939175638,8.913819350857198
Lejlighed,50.0,2,3,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,A10,København SV,3+ months,9.04793908261736,6.403574197934815,10.67137107921009,10.146472946063877,9.04793908261736,9.116469156366112
Lejlighed,50.0,1,4,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,A10,København SV,1-3 months,9.04793908261736,6.444131256700441,10.671950903655498,10.146472946063877,9.04793908261736,9.119211438565081
Lejlighed,39.0,1,1,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,A10,København SV,1-3 months,8.81744592104187,6.317164686747284,10.443017244430473,9.915959454031448,8.81744592104187,8.896177422274805
Lejlighed,34.0,1,2,Nej,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,A10,København SV,3+ months,8.77971129020447,6.317164686747284,10.405897866700771,9.87822102528824,8.77971129020447,8.861350110795998
Lejlighed,51.0,2,2,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,C,København S,<1 month,9.105090961257085,0.0,10.491301994830229,9.798182590890704,9.105090961257085,9.105090961257085
Værelse,60.0,4,1,Nej,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,C,Gentofte,<1 month,9.113939597689829,0.0,10.723289410218579,10.212478470309156,9.113939597689829,9.113939597689829
Lejlighed,86.0,2,1,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ja,Ikke angivet,Ikke angivet,none,Valby,<1 month,9.256937657352966,7.170888478512505,10.010232109966116,9.256937657352966,0.0,9.373903755841548
Lejlighed,60.0,2,0,Nej,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,C,København S,<1 month,9.259225769705994,5.993961427306569,9.94755228369823,9.210440366976517,0.0,9.296609807128359
Lejlighed,94.0,4,4,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,C,København S,<1 month,9.61587214452889,0.0,11.225256725762893,10.714439990727769,9.61587214452889,9.61587214452889
Lejlighed,78.0,3,4,Ja,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,C,København Ø,1-3 months,9.510519035757246,0.0,10.839600519357369,10.12667110305036,9.433563920090563,9.510519035757246
Lejlighed,64.0,2,3,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,C,København V,<1 month,9.546884034617925,6.90875477931522,11.170449240431308,9.546884034617925,10.645448706505872,9.61587214452889
Lejlighed,86.0,3,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,none,Taastrup,<1 month,9.359708203627006,6.903747257584598,10.986072080127041,10.458263073829322,9.359708203627006,9.441928170073055
Værelse,22.0,1,0,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,A20,København S,1-3 months,8.902591637374087,0.0,10.001113231320568,9.595670797663967,0.0,8.902591637374087
Værelse,30.0,1,0,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ikke angivet,Ja,Ikke angivet,Ikke angivet,C,Hvidovre,<1 month,8.412054873292933,6.90875477931522,9.581972891547895,9.105090961257085,0.0,8.612685172875459
Lejlighed,58.0,2,1,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,G,Dragør,1-3 months,9.210440366976517,5.303304908059076,10.823790225800138,10.308985993422082,9.210440366976517,9.23024103368252
Værelse,20.0,1,0,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,none,Glostrup,<1 month,8.188966863648876,6.68586094706836,9.568084743872936,9.200391041122515,0.0,8.38958706681109
Lejlighed,84.0,3,3,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,D,Frederiksberg C,<1 month,9.680406499268875,0.0,10.373522431293592,9.680406499268875,0.0,9.680406499268875
Lejlighed,79.0,3,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,Brøndby,1-3 months,9.392745258631441,6.90875477931522,11.0186455364637,10.491301994830229,9.392745258631441,9.472781556562168
Lejlighed,56.0,2,0,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,Holte,1-3 months,9.15915233520675,0.0,9.852246888342531,0.0,9.15915233520675,9.15915233520675
Lejlighed,37.0,1,0,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,København NV,1-3 months,9.071193240566025,6.580639137284949,11.02875800051622,10.169728906753061,10.169728906753061,9.150696519048667
Lejlighed,107.0,3,3,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,D,København K,1-3 months,9.680218993408767,6.803505257608338,11.300796034919118,10.778789609332929,9.680218993408767,9.73495055071279
Lejlighed,114.0,3,1,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Nej,C,København K,1-3 months,9.728479189036397,6.803505257608338,11.348534195502129,10.827051768376782,9.728479189036397,9.780698256443507
Lejlighed,85.0,3,5,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,Nej,Ikke angivet,none,København SV,1-3 months,9.61587214452889,6.90875477931522,11.0186455364637,10.714439990727769,0.0,9.680406499268875
Lejlighed,46.0,1,1,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,Frederiksberg,1-3 months,9.200391041122515,5.993961427306569,11.151969943847991,10.298935994257638,10.298935994257638,9.239996256883693
Lejlighed,60.0,2,2,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,none,Skovlunde,1-3 months,9.210440366976517,6.478509642208569,10.832714252818556,10.308985993422082,9.210440366976517,9.273409063443166
Lejlighed,45.0,1,4,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,B,København NV,<1 month,9.137877200242468,6.398594934535208,11.092869425057021,10.236417809461043,10.236417809461043,9.200391041122515
Lejlighed,76.0,3,3,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,none,Ballerup,3+ months,9.433563920090563,6.90875477931522,11.05881093278828,10.53212287826962,9.433563920090563,9.510519035757246
Lejlighed,112.0,4,0,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A15,København S,1-3 months,9.735128070758227,6.90875477931522,11.356283350762888,10.83370091325064,9.735128070758227,9.792611856190192
Lejlighed,53.0,2,1,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ja,Ja,Ikke angivet,Ja,none,København Ø,1-3 months,9.392745258631441,6.55250788703459,11.346882686945893,10.491301994830229,10.491301994830229,9.44943600950432
Lejlighed,65.0,2,0,Nej,Nej,Ja,Ja,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,A15,Ballerup,3+ months,9.259225769705994,6.68586094706836,10.883710371704016,10.357774570341576,9.259225769705994,9.332646496360152
Lejlighed,86.0,4,2,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,A15,Vallensbæk Strand,3+ months,9.417435838868785,6.68586094706836,11.03973275601109,10.515993929932415,9.417435838868785,9.48044384215367
Lejlighed,86.0,3,1,Nej,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,A15,Hvidovre,1-3 months,9.472781556562168,5.5254529391317835,11.085996650738002,10.571342565808699,9.472781556562168,9.491828300264636
Lejlighed,56.0,2,3,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,D,København S,<1 month,9.15915233520675,0.0,11.104972264124868,10.25769445336048,10.25769445336048,9.15915233520675
Lejlighed,98.0,4,3,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ikke angivet,Ja,A15,Taastrup,1-3 months,9.53249633228804,7.0909098220799835,11.159117834926688,10.63106031411106,9.53249633228804,9.61587214452889
Lejlighed,61.0,2,1,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,B,Valby,1-3 months,9.581972891547895,6.2166061010848646,11.19822841866684,10.680539205318292,9.581972891547895,9.61587214452889
Lejlighed,77.0,3,3,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ja,Ikke angivet,C,København S,1-3 months,8.380456667842767,0.0,9.073489189226986,0.0,8.380456667842767,8.380456667842767
Værelse,8.0,1,1,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,C,København K,1-3 months,8.556606193773073,5.303304908059076,10.354595018522993,9.65509029374725,9.249657234353133,8.594339400592892
Lejlighed,54.0,2,1,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,none,Ballerup,1-3 months,9.210440366976517,6.68586094706836,10.835671318412196,10.308985993422082,9.210440366976517,9.287394001418473
Lejlighed,74.0,3,2,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ikke angivet,C,København N,1-3 months,8.412054873292933,6.90875477931522,9.581972891547895,8.412054873292933,8.412054873292933,8.612685172875459
Værelse,10.0,1,0,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,A20,Glostrup,1-3 months,8.612685172875459,0.0,10.221977646629885,9.711176264112805,8.612685172875459,8.612685172875459
Værelse,15.0,1,1,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,D,Gentofte,1-3 months,8.699681400989514,6.68586094706836,9.45727857185611,8.699681400989514,0.0,8.824824939175638
Lejlighed,32.0,1,1,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,D,København Ø,<1 month,8.999742789830492,6.054439346269371,10.39897616329188,10.098272780745283,0.0,9.050875597325156
Lejlighed,94.0,3,1,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,C,København S,<1 month,9.741027444837728,6.803505257608338,11.325402403776808,10.778977123006351,9.741027444837728,9.792611856190192
Lejlighed,132.0,5,0,Nej,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,D,København Ø,<1 month,9.898525260706313,7.0909098220799835,11.852969885168331,10.997104049659168,10.997104049659168,9.957075711706057
Lejlighed,98.0,3,3,Nej,Ja,Nej,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,A15,Rødovre,1-3 months,9.525224101853109,6.957497370876951,11.149815575393443,10.623787731088578,9.525224101853109,9.599066156080049
Lejlighed,41.0,1,4,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,none,Valby,1-3 months,9.169622538697624,6.2166061010848646,10.789339695269716,10.268165387743457,9.169622538697624,9.220389707829185
Lejlighed,117.0,4,4,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,none,Vallensbæk Strand,<1 month,9.592263871501313,7.106606137727303,11.218151638704692,10.69083065598303,9.592263871501313,9.672185813520455
Lejlighed,108.0,3,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,A10,Vallensbæk Strand,<1 month,9.491828300264636,7.026426808699636,11.118044150401708,10.590390276998745,9.491828300264636,9.573315428463395
Lejlighed,151.0,4,4,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,Hellerup,<1 month,10.440010162389305,7.409136443920128,12.059027494866235,11.538602958260002,10.440010162389305,10.487126739641525
Lejlighed,25.0,1,0,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,none,Frederiksberg,<1 month,9.012011377036412,5.707110264748875,10.628641991731053,10.110542371500753,9.012011377036412,9.04793908261736
Lejlighed,67.0,3,6,Nej,Ja,Ja,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Ja,A10,København S,1-3 months,9.575052927597383,6.55250788703459,11.194110418585193,10.673618922112436,9.575052927597383,9.62251624577579
Værelse,16.0,1,3,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Ikke angivet,C,Albertslund,<1 month,8.229777750081887,0.0,8.922791623969637,8.229777750081887,0.0,8.229777750081887
Værelse,21.0,1,3,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,København V,<1 month,8.94910546953925,0.0,10.047631185616188,9.642187721358466,0.0,8.94910546953925
Lejlighed,78.0,2,4,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Nej,Ja,B,København SV,1-3 months,9.825580063659602,7.313886831633462,10.950824090522445,9.825580063659602,9.825580063659602,9.90353755128617
Lejlighed,85.0,3,2,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,København S,1-3 months,9.581972891547895,7.0909098220799835,11.207771646606407,10.680539205318292,9.581972891547895,9.661479683575521
Lejlighed,86.0,3,2,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,A15,Hedehusene,1-3 months,9.305741456739435,7.00397413672268,10.934908916663861,10.404293143019792,9.305741456739435,9.401043372798053
Lejlighed,148.0,4,3,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,none,København S,1-3 months,10.16203685698089,7.313886831633462,11.782960235741939,11.260623406285792,10.16203685698089,10.21833478806055
Lejlighed,117.0,3,3,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,C,København NV,<1 month,14.290968659492902,6.2166061010848646,15.906602840416202,15.38958053376077,14.290968659492902,14.291279411322158
Lejlighed,112.0,2,0,Nej,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,C,København NV,<1 month,9.642187721358466,6.398594934535208,11.259335592686217,10.740756721857226,9.642187721358466,9.680406499268875
Værelse,8.0,1,2,Ja,Ja,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,D,Frederiksberg,<1 month,8.517393171418904,0.0,9.90353755128617,9.61587214452889,0.0,8.517393171418904
Lejlighed,86.0,3,2,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,none,Skovlunde,1-3 months,9.506808731708581,6.90875477931522,11.130947364954519,10.605371456538457,9.506808731708581,9.57851889529833
Lejlighed,116.0,4,5,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Nej,Ja,Ikke angivet,Ikke angivet,Ikke angivet,none,København SV,1-3 months,10.041116787524166,7.170888478512505,11.6617850286409,11.139700028379574,10.041116787524166,10.096213132628804
Lejlighed,130.0,4,1,Nej,Nej,Ja,Ja,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,København Ø,3+ months,10.069044362997353,7.255591274253665,11.690368474313075,11.167628403875849,10.069044362997353,10.127270899137677
Lejlighed,101.0,4,1,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,A10,Søborg,1-3 months,9.625821815359835,7.04141166379481,11.250170124042306,10.7243901015638,9.625821815359835,9.698490846702954
Lejlighed,60.0,2,2,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,none,København Ø,<1 month,9.392745258631441,6.55250788703459,11.013715451376466,10.491301994830229,9.392745258631441,9.44943600950432
Lejlighed,54.0,2,2,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,København NV,<1 month,8.699681400989514,6.2166061010848646,10.32551474894327,9.798182590890704,8.699681400989514,8.77971129020447
Lejlighed,62.0,2,2,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,Søborg,<1 month,8.408493774492896,6.2166061010848646,10.370016401720026,9.506957408485542,9.506957408485542,8.514188682395938
Lejlighed,62.0,2,2,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,Søborg,<1 month,8.408493774492896,6.2166061010848646,10.370016401720026,9.506957408485542,9.506957408485542,8.514188682395938
Lejlighed,62.0,2,1,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,Søborg,<1 month,8.408493774492896,6.2166061010848646,10.370016401720026,9.506957408485542,9.506957408485542,8.514188682395938
Lejlighed,120.0,4,4,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,none,København K,1-3 months,10.221977646629885,0.0,11.320565693461432,10.221977646629885,10.221977646629885,10.221977646629885
Lejlighed,80.0,2,0,Nej,Nej,Ja,Nej,Ja,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,C,Holte,1-3 months,9.392745258631441,7.601402334583733,10.819798284210286,10.491301994830229,0.0,9.546884034617925
Lejlighed,85.0,4,2,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ikke angivet,Ikke angivet,C,Frederiksberg,<1 month,9.711176264112805,6.90875477931522,11.51293546492023,10.809748150372926,10.404293143019792,9.770013301136158
Lejlighed,89.0,3,5,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Nej,Nej,Nej,C,København NV,3+ months,9.605822482030945,7.1316985104669115,11.411457364027745,10.704389879336146,10.298935994257638,9.686636660844938
Lejlighed,38.0,1,2,Nej,Nej,Nej,Ja,Ja,Nej,Ja,Ja,Nej,Nej,Nej,Nej,none,København S,1-3 months,8.846640813100485,5.993961427306569,10.467408346336265,9.94515718770752,8.846640813100485,8.902591637374087
Lejlighed,68.0,2,1,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,A15,København S,1-3 months,9.60918360377546,6.55250788703459,11.227919807721856,10.707751151716078,9.60918360377546,9.65509029374725
Lejlighed,83.0,3,4,Nej,Nej,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Nej,none,København S,1-3 months,9.723223876851618,6.85751406254539,11.343926763492068,10.821796246953596,9.723223876851618,9.77854771798028
Lejlighed,83.0,2,1,Nej,Nej,Nej,Ja,Ikke angivet,Ikke angivet,Ja,Ja,Ja,Ja,Ikke angivet,Ja,A15,Rødovre,3+ months,9.392328539868899,6.7464121285733745,11.01577260812488,10.490885252912465,9.392328539868899,9.460787757817737
Lejlighed,32.0,1,4,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,none,Kongens Lyngby,<1 month,9.012011377036412,6.660575149839686,10.640196969721202,10.110542371500753,9.012011377036412,9.10286651367095
Lejlighed,32.0,1,2,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,none,Kongens Lyngby,<1 month,8.987321812850125,6.478509642208569,10.612778714919378,10.085850775128717,8.987321812850125,9.065430200180375
Lejlighed,44.0,2,2,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,none,Kongens Lyngby,<1 month,9.23024103368252,6.621405651764134,10.854199034612414,10.328787967145063,9.23024103368252,9.301186055275759
Lejlighed,43.0,2,4,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,none,Kongens Lyngby,<1 month,9.23024103368252,7.02197642307216,10.861323217547433,10.328787967145063,9.23024103368252,9.334414687078109
Lejlighed,32.0,1,4,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,none,Kongens Lyngby,<1 month,9.012011377036412,6.898714534329988,10.645210588588755,10.110542371500753,9.012011377036412,9.12598002335811
Lejlighed,70.0,2,1,Ja,Nej,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ja,Ja,none,København S,<1 month,9.546884034617925,0.0,10.933124826700707,10.645448706505872,0.0,9.546884034617925
Værelse,35.0,2,1,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Nej,Nej,A15,København V,<1 month,9.19023970026918,0.0,10.576457535657255,9.19023970026918,9.883335864325275,9.19023970026918
Lejlighed,64.0,2,1,Nej,Nej,Ja,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Ikke angivet,Ikke angivet,none,Virum,1-3 months,9.268703615273097,6.398594934535208,10.668978650219241,10.367253014814716,0.0,9.32375833901174
Lejlighed,54.0,2,0,Nej,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,A20,Vallensbæk Strand,<1 month,9.15915233520675,6.398594934535208,10.781058245898533,10.25769445336048,9.15915233520675,9.220389707829185
Lejlighed,87.0,3,0,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,Ja,Ikke angivet,Ja,Ikke angivet,Ikke angivet,Ikke angivet,none,København SV,<1 month,9.670987868797893,6.85751406254539,11.2922912626048,10.769558098246614,9.670987868797893,9.729193687429403
Lejlighed,89.0,4,1,Nej,Ja,Nej,Ja,Nej,Nej,Ja,Ja,Ja,Ja,Ikke angivet,Ja,A20,Vallensbæk Strand,<1 month,9.409273194575334,6.90875477931522,11.034905792929415,10.50783084142058,9.409273194575334,9.488047863280759
Lejlighed,113.0,3,4,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Nej,Ja,Ja,Ikke angivet,Ja,A20,København S,1-3 months,9.798182590890704,7.0909098220799835,11.200964361058276,10.896757843893464,0.0,9.862717639992917
Lejlighed,116.0,4,0,Nej,Nej,Nej,Nej,Ikke angivet,Ikke angivet,Ja,Nej,Ja,Ja,Nej,Ja,none,København K,<1 month,10.132652936168832,7.313886831633462,11.75391679292806,11.231238717918634,10.132652936168832,10.19058195234216
Lejlighed,129.0,5,6,Nej,Nej,Nej,Ja,Nej,Nej,Ja,Nej,Nej,Nej,Nej,Nej,none,København V,<1 month,10.043075566743182,6.68586094706836,11.659412568754966,11.141658864441975,10.043075566743182,10.077272778307796
